,class,complain
245,Notrelated,"Most tenants are rude and abusive. They think you work for them and they treat you like trash even when you try to help them. They will yell and curse at you for things that are not in your power. I dealt with constant verbal and mental abuse on this job. Bad pay and no room for advancement. I worked with someone who was there 6 years and only got a couple of very small raises. Poor benefits Lack of values Lack of morals The owner of the company uses the maintenance men to fix his own house/apartments. This leaves maintenance understaffed and the tenants get angry because the work in their apartments never gets done. One tenant waited over 3 months before maintenance got to her apartment. They don't take care of their tenants or employees. No lunch or bathroom breaks. My office had a bathroom but if I got to use it once a day, that was a lot. The phone is constantly ringing and you get berated if you miss a call even to use the bathroom. The 30-60 min ""lunch break"" is not a break. You cannot leave your desk at all. You cannot go out for lunch. You have to stay at your desk to eat and people will come by and ask for help. They do not care if you are eating. That is not a break. There are no breaks at this job. There was also an incident when I worked there where I had to lock myself in my office. A former employee was agitated and I feared for my safety and was told by my manager to lock myself in my office. Not a very safe place. Former employees and tenants become agitated to the point of violence sometimes. We had to call the cops a few times during my 6 months of employment. My advice is to just run. It really isn't worth your time or your mental health. This job gave me anxiety."
246,Notrelated,"Despite being a multifaceted role where you will ideally learn multiple aspects of the business and likely have more knowledge of the platform than most people you report to, there are next to zero career advancement opportunities in this role (I know coworkers who were there for 1+ years before I was and still have the same role they had when they got there). The vast majority of my experiences in working with management (from my day to day manager all the way up to Logan Green and other SF based leadership I met) were toxic and uncomfortable. Managers love to smile, nod, and say ""I hear you, but"" whenever you raise any type of concern, even if it could help the company in the big picture. The company culture/attitude towards Community Associates isn't a healthy one and, despite the ""corporate"" labeling of the role, you're rarely treated like you actually work for the company- in the one instance I met the CEO, he literally walked away from me mid sentence while I introduced myself as a Community Associate (and, fun fact, it was my fifth day at Lyft; what an awesome way to feel welcome at a new job!). Prepare to feel ""heard"" and never ""listened to""."
247,Notrelated,"took too much off the top of my hourly wage, no paid vacations or holidays until almost 9 months into it. the health insurance offered through the agency is awful. not alot of communication. corporate office employees were nice though."
248,Notrelated,"I would be very cautious before joining this company at this time. They are hemorrhaging top talent and there is a general feeling of anxiety in the office for those left. Advancement is painfully slow. The company alleges to support working women but fall far behind others in terms of salary and other benefits, such as the flexibility to periodically work remotely."
249,Notrelated,Favoritism reigns over merit. Decision making happens behind closed doors and does not align with any reasonable strategy. Company unwilling to pay market wages so unable to retain any real talent.
250,Notrelated,The favoritism in this place is choking and totally defeating. Glad to be gone because I found a better job directly across the street at a much higher rate of pay.
251,Notrelated,EXTREMELY SHARKY AND MANIPULATIVE They do not contribute to your well being and force you to maintain numbers. They also constantly give you false hope that you are going to move up in opportunities but will constantly just dwindle it in your face for years.
252,Notrelated,"Favoritism Cutthroat Environment Extreme micromanaging High stress No work/life balance Senior team is an ""in crowd"" that thinks extremely highly of themselves"
253,Notrelated,"rude and unresponsive managers, you will not be scheduled unless you are top seller, no one will tell you if you are doing something wrong, but they will treat you as if you are incompetent, expectations are unreal"
254,Notrelated,"The commission is terrible , you have to sell your soul off just to start seeing commission. That way, the company makes money while you stay with your hourly pay. For example, if you get 9 an hour with 6% commission, depending on how many hours you work will determine how much you have to sell to start actually making money. Considering you work 40 a week, that's 360 dollars with just your hourly pay. If your rate is 6%, divide 360 weekly by that 6%, and you'll get 6,000. So every week you have to sell a MINIMUM of 6,000 dollars JUST to start making commission. So in order to get a decent check (500-600 dollars) you're going to want to sell a minimum of 10,000 weekly so make a decent living, which is damn near impossible every week. If you sell 5900 by the end of the week, you still get your hourly and the company makes money. it gets tiring after a while."
255,Notrelated,"I would be very cautious before joining this company at this time. They are hemorrhaging top talent and there is a general feeling of anxiety in the office for those left. Advancement is painfully slow. The company alleges to support working women but fall far behind others in terms of salary and other benefits, such as the flexibility to periodically work remotely."
256,Notrelated,"No Advancement as a sales associate, no work life balance, if you work in retail pay is terrible, management is terrible. Doesn’t not promote within , expect to work weekends and holidays."
257,Notrelated,growing in positions and promotions are very slow.
258,Notrelated,"1. Expect to fight tooth and nail for the pay and/or the promotion that you deserve, especially if you aren't into playing dirty to get what you want 2. They aren't the most well versed in the operational stuff like your benefits or pto time even though the company has been in business for nearly 10 years now 3. ......what HR? 4. Upper management/HQ rewards nasty behavior"
259,Notrelated,"Doesn't seem to have much room to move around, especially if you're starting out as a sales advisors. No commission and no incentive to even try to move up. This is also a very young company and for a company that prides itself in being inclusive and diverse, there sure doesn't seem to be a whole lot of older people and people of colour in management positions and above. Also, as an experienced sales person, I'm not getting paid as much as those in some solo practices. If it wasn't for the promise of being licensed, I would have said no to the pay. It's really insulting for someone who's been in the industry for over 5 years. The company also seems to still be trying to find its footing in terms of product offering, even after almost 10 years. They just added contact lenses and progressive lenses in the last couple years, and even then, it feels bare bones. I feel embarrassed that we can't offer some of the more current and diversified product that is on the market and that our product looks more like a cheap knockoff of our competitors."
260,Notrelated,"Management in the past has been very resistant to change and very inefficient. This, I assure you, has been changed. Recruiter positions currently do not offer lots of room for growth. As a member of management, I assure you that this will also change. We are aware of this."
261,Notrelated,"Constant job spamming, lowball job offers, completely unrelated jobs . I am a lawyer in New york city who gets ads constantly for jobs in Chicago, Philadelphia, Delaware, Baltimore, etc. Basically everywhere but NYC. Recruiters tried to argue with me that a daily commute from NYC to Delaware is feasible. LOL. Also they post jobs that have NOTHING to do with a person's background. I am a lawyer yet get jobs for Warehouse supervisor, System Administrator, Computer Programmer, etc. It is almost comical."
262,Notrelated,"Not helpful locating new opportunities. The retention efforts are low, Not proactive and very little support to find new opportunities. It seems like a numbers game for consultants"
263,Notrelated,"Pay is not great (minimum wage) and store can feel too small to handle the amount of stock and customers during busy season, leading to disorganized vibe."
264,Notrelated,"Management was horrible the company makes so much money but refuses to pay associates above minimum wage Absolutely no room for growth. They use and throw away employees just for their 'back to school' season, claiming they want to keep their associates on board but do away with most of them after they don't need them/want to pay them. The Blick on Bond st. location is the worst one in the country because of how management treats their staff."
265,Notrelated,"Doesn't pay well. Horrible management -- very unorganized -- doesn't do a good job at training you. No room for growth. Possibility of getting a promotion is SLIM unless you're a favorite. Being an employee there for years and having impeccable work ethic means nothing. If you work really really hard they'll only take advantage of you and MAYBE give you recognition for it. Will schedule you to work full time hours but keep you as a part time employee so you don't get any full time benefits. Will threaten to fire you/force you to resign if you don't open up your availability even if you are available to work the amount of hours required for your position. Too ""corporate"" -- Environment is very tense. No holiday pay"
266,Notrelated,1) The store operations are very very outdated from closing to opening processes are in dire need of upgrades. 2) The shipping and receiving process is horrible due to the fact that everyone must scan individual boxes just to receive product into the store. That is just one example of how outdated the entire process is. 3) Since I started back in March the amount of turn over in the store I worked in was very high. More than 10 people quite or got fired which includes the store manager leaving which is an indicator of how the employees are being treated and valued. 4) The lack of communication among the upper management team (including myself) was staggering. I truly attempted to put in the effort of always keeping a line of communication open but there were always opportunities and important topics that were brushed under the rug.
267,Notrelated,"Lack of structure, cooperate looks down on workers and talk to them in a very condescending way. Very unprofessional they will fire you over the phone. Without any valid reason."
268,Notrelated,"Too bad they do not apply those core values to their employees. This company grew too fast for how it is currently ran. 0 work/life balance, your schedule will change sometimes the day of your shift which is illegal. They employ a lot of twenty-somethings at head office with no retail, sales, management or leadship experience. If you are a mind reader, then this is the right company for you! Everything needs to be done yesterday so if you like to time-manage or prioritize dont work here, and everyone is more concerned with the chain of command than actually accomplishing something. You will get emails about the same thing from 5 or more people, all CC'ing each other in their email anyway, and this is where it gets really messy because there are so many people with their hands in the pot it will make your head spin. Their business reporting system is slower than molases in January, you will have to go through 5 screens to get the information you need and their POS system is way more complicated than it needs to be and also very slow. Their HR recruits for talent from headquarters and leaves you to do all the paper work, filing etc. If you want to know how much you'll be making, you can only discuss with HR, don't ask your hiring manager. They hire/fire faster than most people change underwear and with no feedback, reason, opportunity to show improvement or disciplinary recourse. If you want to bring your lunch to work, only bring cold food as there are no microwaves provided for employees so as not to interfere with the scent of the store fragrance. It is truly a shame, as this brand/company has so much potential."
269,Notrelated," I would say that there is little ""down"" time. If you are not a mover/shaker you probably would be better off with a job that is not in sales. This is anonymous, so I could say anything I want and could even vent if I wanted to, but Clinique truly has few down sides. At least for me, it has remained my dream job, but it may not be for everyone because of the super high standards. I see some negative reviews here that I truly can say have never been part of my own personal experience (and I AM ...""keeping it real"")."
270,Notrelated,"-Senior leadership cannot make decisions at milestone moments in the GTM process slowing down all project progression. -And senior leaders make bad decisions. -The organization is siloed and not integrated at all. -The amount of employees on one team is not balanced in the rest of the organization. -Micromanagers run the place. They even want to read your emails. -Middle management is not appreciated and they are the one’s doing all the work while senior leaders just give unclear direction, attend meetings all day long and present the managers work in those said meetings. -Old school working environment and everyone dresses business casual. Don’t expect to be yourself at work. -Outdated office from the 80’s. -There is zero culture in this brand with no sense of team mentality. -Employee turnover is high. More than 15+ people have left in the past year."
271,Notrelated,"Very disorganized and lack of direction, huge turnover in all departments (almost everyone I know is looking to get out), stressful due to the lack of leadership, no loyalty whatsoever for long term employees. Also, unless you're a director and above you probably won't get promoted until you've slaved away for 2+ years (aka slow to promote for most people). They think they're being ""innovative"" but they're old school and the only thing saving the brand is that they have a lot of loyal (old) customers (legacy brand). People can get pretty nasty to meet their bonus goals. Overall I left because I did not see a career growth at Clinique."
272,Notrelated,Management needs to work on communication and transparency. When I asked a question I always received different answers from different managers. TNF corporate can do a better job of making employees feel like people instead of numbers.
273,Notrelated,"Start off temp til you reach 25% for a minimum of 3 months for recurring customers (they don't mind about one time customers-which is what 75% call in asking for) --It costs much more than in independent cleaner would, high turnover rate, very monatonous day always. Room for advancement seems slim."
274,Notrelated,"No health benefits and some people don't leave tips. If you are not in shape, you will be sore for a few weeks! I'm telling you, those weeks fly by and next thing you know it, your body is used to it."
275,Notrelated," MANAGEMENT.. What's the deal? Years ago it was an awesome place to work...Now it just blows. Customers take a back seat. Dragging customers left and right, running out of product, rescheduling customers deliveries without telling them. Customers quitting all the time. WHAT.... Go back and retake MGT 101 fellas. When you lose customers, you lose revenue. I used to take PRIDE in my job. Now I just show up for a paycheck."
276,Notrelated,"Expensive benefits. Gossip. Lacking clear cut job responsibilities. ""Optional"" Personal Favors Not So Optional. Blatant disregard for professional conduct behind the scenes among co-workers. Design personal advancement program for promotions and upward mobility."
277,Notrelated,No raises given unless you ask for them . No yearly review. They prefer to hire from the ouside than promote from within . Some coworkers making twice as much as others due to favoritism . Owners at times do not know what the managers are doing . In certain departments favoritism runs rampent
278,Notrelated,Low pay with a very rude staff that treats its employees like dirt.
279,Notrelated,Administrative Staff and managers are rude
280,Notrelated,"Never pay on time, no insurance provided, really long work hours, poor knowledge at upper management"
281,Notrelated,"You get paid minimum wage get lied to about raises and promotions on a constant basis for no apparent reason. there's an ever increasing gap in communication between retail and corporate, the CEO feels the need to walk into your store unannounced to yell at you about random things he wants to change, there's no flexibility in scheduling whatsoever, they understaff stores and force people to work two per shift no matter how heavy traffic can be"
282,Notrelated,"Management, I can not stress this enough, they hire desperate transplants who would rather try and be a friend to only get you fired. Very weird creepy and handsy, if not that the managers were always absent on peak days, or would over staff on slow days, there was no team building managers would only play into the games and trash talk, they also punished people for write ups to get them fired when they knew who was stealing. To add if they would stay to close these things wouldn't happen. Also to add there was no way to voice concerns people would fake care, and tell whomever is the issue to cause further problems rather than resolve. In short if you are vegan or care, NEED not apply, you will be around people who only care about moving ahead of you and making more money than you. As far as the work, I would agree with other posts, over worked underpaid."
283,Notrelated,"Management was horrible the company makes so much money but refuses to pay associates above minimum wage Absolutely no room for growth. They use and throw away employees just for their 'back to school' season, claiming they want to keep their associates on board but do away with most of them after they don't need them/want to pay them. The Blick on Bond st. location is the worst one in the country because of how management treats their staff."
284,Notrelated,"Pay is horrible especially the commission, a lot of politics, turnover is huge they fire people for the smallest reason,"
285,Notrelated,"They expect a lot and pay very little. The commission structure is trash. The time off is trash, you only get 5 personal days in a year and they restrict that to 2 per quarter which i guess they can't do math because that doesn't even work out to be even."
286,Notrelated,"favoritism, late lunches and breaks"
287,Notrelated,no regular work schedule and alot
288,Notrelated,"Management is a joke and are rude. Customers are rude. I left right after they got rid of set schedules. For minimum wage, you are NOT going to work me to death."
289,Notrelated,"Management is horrible. The training is horrible. Communication is almost nonexistent. The loss prevention guards are literally the worst people, they have garbage attitudes and act like they’re better than you. The Mobile point of sale system is good in theory but C21 does a terrible job at implementing it. The floor staff is absolutely useless. And if management could literally hold a gun to your head to sell credit cards, push gift cards and gift receipts then they would. If you don’t consistently give customers the whole stupid speech they want you to give then they will stand behind you and breath down your damn neck. The closing crew leaves the complex a dirty mess and the openers have to clean their garbage. This company sucks. I hate it."
290,Notrelated," it is not possible to ""only"" work 50 hours, you will have to put in 70 + hours. If you are single and want to save a good chunk of money than thats great, but with this job you will always work, even if you are off."
291,Notrelated,No benefits and paid vacation or insurance
292,Notrelated,- Some bad co-workers - Not very flexible schedule - Some rude customers
293,Notrelated,This company doesn't give a damn about you. They hire people that don't speak english. They don't like to give overtime. Too much selfish people.
294,Notrelated,"Hours were terrible, poor management, and the wage was terrible $12 an hour despite the fact that I had prior experience."
295,Notrelated," Worked for less than 4 months and it was horrible. Every other host there doesn't last longer than 3-5 months. First of all, there is tons of harassment going on with the coworkers, but that's for a much longer story as upper management tries to cover everything up and lie to keep a good image for the hotel and rooftop. They only hire skinny- appealing people. They treat people of color with disrespect, seen it first-hand several times. No work/life balance, the managers change your schedule last-minute without letting you know first hand nor they respect your private life The managers talk down on you whenever you're late or even call out hours before your shift. The managers are constantly around and talking down on you during your shift and have you on your toes as they're watching your every move, literally- even through cameras. They never formally fire you, they either constantly give you warnings over small things or treat you different than others that you'll feel uncomfortable enough to quit or take you out of your schedule without telling you (yes it literally happened twice while I worked here). Promised salary raise but never gave. Overall, horrible experience working here, I wouldn't recommend even if it's your last option"
296,Notrelated,Work to pleasure ratio. Upper management does not assist with individual shops. Flawed financial reporting system Confusion between bosses/mixed messages. Upper management gossips to hourly staff. Complete lack of credit for ideas Shady cash handling by CEO at festivals Non realistic bonus structure Equipment left in shambles. Never repaired.
297,Notrelated,Chef treats kitchen staff with little to no respect. Chef has no communication skills. Constantly screams out the wrong order whilst on expo and puts us down for getting it wrong.
298,Notrelated,They don't pay management and if you stay you'll never get a raise
299,Notrelated,No benefits. Passed over for positions. Lousy pay. Opportunity for advancement
300,Labor,"I was forced to work 18 hours a day making dresses that were being sold for $200 department stores. When all the workers in the factory got to go home, I had to clean the factory. I was forced to sleep at the factory in a storage room, and I had to share a single mattress with another victim. The other workers in the factory were able to come and go at the end of their shift. I was forbidden to talk to anyone or from putting one step outside of the factory. I worked hard, and I was always hungry. I was given only one meal a day, and I had 10 minutes to eat. If I took longer, I was punished. After only a few weeks of being there, one of my co-workers started suspecting that something was not right. She had realized that I was always there in the morning when she got there and was working at night after everybody left. She gave me her phone number on a piece of paper and told me that if I needed help, I could call her.I was so afraid, I didn't really trust anybody. My trafficker told me that if I ever go to the police, they wouldn't believe me. She said that she knew where my children and my mother lived and that I wouldn't want them to pay the consequences. This went on for 40 days, but I tell you it felt like 40 years. I thought I was going to die. I thought I would never see my children again. I was sick with worry about how my children were in Mexico and how they didn't know what happened to me.After weeks of begging my trafficker to let me go to church, she finally let me go. The moment I set foot outside the factory, I decided not to go back. I went to a pay phone to call my co-worker, but I didn't know how the pay phone worked. After a while, someone walked by, and I asked him if he spoke Spanish, and he did. He helped me dial the phone number, and my co-worker came and picked me up and took me to a restaurant."
301,Labor,"One day they just said, you know if you're in this village, you're gonna have to fight, otherwise you can leave... Some people tried to leave, but they were shot.First, you know, you get your own weapon and everything and the magazines and the bullets, and then they give you drugs. I was descending into this hell so quickly, and I just started shooting, and that's what I did for over two years basically. Whoever the commander said, ‘This guy is the enemy,’ there were no questions asked. There was no second guessing because when you ask a question and you say ‘Why,’ they’ll shoot you right away."
302,Adult,"From the very first beating when I was choked to the point of unconsciousness until the day he pulled the trigger on the miraculously unloaded gun in my mouth, I knew obedience meant survival. When he placed the gun in my mouth and asked me if I wanted to die, I shrugged. I thought, ‘Finally, this pain and this life would be over and the only one hurt is the one who was responsible for me being in the situation - me!’ The trigger was pulled but I was still alive. For a few moments, I thought I was experiencing death with the ability to still see life, until I felt the blows to my head by the gun.This was when I realized there was no hope. I had to continue this life of being obedient to him so my family wouldn’t get hurt, as he reminded me each day."
303,Labor,"There, I was forced to work excruciating hours catching fish on Lake Volta. On a daily basis, my day started at 3 a.m., and ended at 8 p.m. It was full of physically demanding work. I was usually fed once a day and would regularly contract painful diseases which were never treated as I was denied access to medical care. If I asked for even the smallest concession from my boss, I was beaten.  Despite all my hard work, I was often not allowed to sleep because I had to take care of all the other tasks, such as mending nets and cleaning fish."
304,Labor,"The very first day I was made to sit at a loom. The loom owner made a little mark on the loom and gave me clear instructions to weave a carpet up to that mark itself. If I was unable to do so, I had to work under candlelight to reach that particular mark. Because I was made to work late night hours, I would never be able to sleep adequately in the night. The whole morning I would be weaving and I would only get some basic and half-cooked food at about 12:30 p.m. every day. I had to force myself to eat it.In fact, things were so bad that once in a while, while I was working in the loom, my fingers would get cut and they would get nipped.We were confined in one room and made to work for a period of 12 hours. Once in a day we could go and maybe use the bathroom, but the bathroom stops were limited in number."
305,Adult,"He took me to the pig slaughter house where he worked and locked me in a dirty smelly cell. Then he came back with six other men. They all, one by one, raped me; one man raped me twice. After a whole night of gang rape I felt faint with pain. When the morning came I heard the workers preparing to start their work. I heard the pigs being pushed into the pens, they were screaming. I knew what that feeling was like - I was no better than the pigs to these men; they could have killed me. Something inside me did die, and I will never be the same"
306,Labor,"Our “lodgings” were a decrepit house that had been left to rot by the farmer; it was close to collapse and totally unfit for living. There were no beds. No mattresses. No kitchen. No cupboards to store any food in or closets to hang any of our belongings. No toilets. It stank of something rotten, and the air was so humid that we had to line the floor with a black tarpaulin just to keep the moisture off of us as we slept. We had no bedding, so we just slept on the floor like that.The work was exhausting: 11 hours a day, seven days a week, without even a drop of water to drink – there was no drinking water on the farm. We became hostages, with no food or payment for any of the harvesting we were doing. The owner just bullied and humiliated us.
Labor,A lieutenant colonel put me in a jeep and drove us down a pitch-dark road. they moved me, my parents and my four children to Yodok, an internment camp for political prisoners. We all lived in a cramped thatched hut with a mud floor, and were woken at 3.30am to work on the corn fields until sunset. The only food we were given was gruel. To survive, we found anything that grew or moved and ate it, quickly, so no one would catch us. On a lucky day, we would find a rat or a snake and share it."
307,Labor,"I started working 24 hours straight and was getting tired and sick all the time, but they didn’t let us take any days off. People were dying inside the mines, and their bodies would just be taken away and dumped outside. No one said anything about it, and nobody asked.One day, I saw a nice guy I knew from the mine leaving with Señor Carlos. The next day, the guy was dead. I was terrified. I asked Señor Carlos for all my cash at the end of my shift, but he refused, and said he wouldn’t give me my documents back, either. Then he beat me up and threatened to kill me. He drove me out to the middle of the jungle and dumped me in between the mine and the highway. Even now, all these years later, I’m terrified he’ll find me."
308,Labor,"Then, out of nowhere, they made us hand over our passports and introduced us to our “duties”. I was told I was going to be the dishwasher and the others cleaners. We were going to box in the day and clean up after the three families in the morning and evening. They showed us our “room”. It was the garage. There were three bunk beds and no heating, and it was the start of winter.I wondered what was going on, but I couldn’t speak English too well and knew nothing about Australia. I had no money and no passport. We boxed and worked, but didn’t get paid, so I couldn’t send any money home."
309,Labor,"But this wasn’t true. The clients arrived and the boss told me I had to be kind to them. Later, they told me my clothes weren’t good enough for this job, and they forced me to put on provocative clothes and then forced me to dance naked. I had to let them touch me. At first I told my mum that I was going to school, because they let me go home in the evening. But then one day everything changed: they told me I couldn’t leave."
0,Labor,"The defendants, five Ukrainian brothers, recruited many individuals from the Ukraine to work in bondage within the US.  These victims were illegally brought into the US to work for the defendants cleaning company known as Botsvynyuk Organization.  They cleaned stores such as Target, Walmart, and Kmart.  The victims were often made to work up to 16 hours a day in order to pay off an unnamed debt the defendants claimed for bringing them into the country.  The victims received often less than $100 a month to live off of and were housed in inhumane conditions while their identification forms were seized by the defendants."
1,Labor,The defendants created an educational institution by the name of Adam University and claimed to be in need of nursing instructors.The defendants then employed foreign nationals and the nationals were given H-1B visas. From that point the nationals were forced to work in care facilities and their wages were garnered by the defendants. 
2,Labor,"The defendants operated a garment factory using sweatshop labor performed by imported workers from Vietnam and China. The workers were maintained in a condition of involuntary servitude, and were compelled to do so through threats of force, arrests, deportations, physical confinement, and by isolating the workers."
3,Labor,"The defendants were members of an alien smuggling operation that recruited aliens in Mexico, smuggled aliens across the border, and transported aliens to locations within California. They coerced the victims into providing labor by means of threatening serious harm to that person or another person. "
4,Labor,"The defendant known as Linda Weston used cunning, trickery, force, and coercion to get mentally disabled people to designate her as their caretaker, which allowed the defendant to illegally collect about $212,000 in Social Security payments over 10 years.  While Linda Weston was legally  designated as the victims' caretaker, the victims were kept in inhumane conditions.  Many victims were kept in cages and often deprived of food and medical care.  The living conditions were so severe that at least two women died.  Some of the victims were forced into prostitution.  Victims included mentally disabled minors who were also held in inhumane conditions, starved, and often beaten.   "
5,Labor,"The defendants carried out a scheme to smuggle and harbor illegal aliens from Peru into the USA.  The defendants confiscated passports of the Peruvian nationals and forced the victims to work for them though means of force and threats.  The victims were made to pay travel and transportation expenses for the defendants to arrive in the US.  Once in the US, the victims were made to pay back these debts.  "
6,Labor,"Defendants brought two then-teenage girls (age 14 and age 17) to the United States from Cameroon. Defendants told the girls and their families that, in exchange for performing light housework, the girls would have the opportunity to attend school in the United States. Once here, defendants used threats and physical violence, including sexual abuse, to force the victims to work long days as domestic servants and nannies. The defendants also controlled and manipulated the girls by threatening to deport them. The victims received no compensation and were not permitted to attend school.
"
7,Labor,"Defendants smuggled at least two people into the U.S. with intentions to exploit them for labor.   Once in the U.S., defendants threatened the victims with violence in order to obtain debts owed to the defendants for procuring illegal documentation for the victims. "
8,Labor,"The defendants confined women in alien smuggling ""safe houses"" in the Edinburg, Texas area near the US-Mexico border, where they raped the women repeatedly. The victims were young women from Mexico and Central America (including Guatemala, Honduras, and El Salvador) and were held in those houses against their will and forced to do work for free. The women were held against their will until their ""debt"" to the organization, incurred largely from their smuggling fees, was repaid. "
9,Labor,"Defendants forced two Vietnamese women to work in nail salons and enter into sham marriages. Phan recruited the victims by telling their families that they would pay for the women's immigration papers and travel to the U.S. in exchange for the women working in her nail salon. After arriving in the U.S., Phan forced the women to live in her home where they were made to sleep on the floor and cook and clean. Phan coerced the women into working long hours at the nail salon by withholding their documents and money, and threatening them with jail if they told anyone what was happening to them."
10,Labor,"The defendants conspired to engage in an enterprise that recruited, employed, and harbored illegal aliens in the US.  The defendants created and attained fictitious documentation for numerous illegal aliens in order to commit labor trafficking.  The defendants created a fake business entity in order to aid the conspiracy."
11,Labor,"The defendants operated a fruit harvesting business known as _R&A Harvesting. It was through this company that the defendants recruited undocumented farm workers, mainly from Mexico, to work for their business in involuntary servitude for the defendants' own private financial gain.  The victims were forced into servitude through means of violent threats and actual physical violence. "
12,Labor,"Defendants Antonio and Jasmin Rivera owned and operated two bars in New York. From 2005-2008, the Riveras recruited women who had entered the country illegally from Latin America to work as waitresses. After the women agreed to work, the defendants forced them to engage in commercial sex acts with patrons and other persons at the bar, threatening them with physical violence if they did not comply. Defendants kept a portion of the proceeds from the women's work. "
13,Labor,"At least 20 girls and young women from Honduras were forced to dance at bars, drink with customers and encouraged to prostitute themselves to pay back thousands of dollars in smuggling debts to the defendants who were part of a ring reaching from New Jersey to Honduras. The alleged debts to the smugglers were as high as $20,000 per victim. The victims' ages ranged from 14 to mid-twenties, and they were all recruited in Honduras with promises for legitimate work in a restaurant in New Jersey. On the way to the US, many of them were raped. At least three of them were forced to abort subsequent pregnancies including at least one late-term abortion. Physical abuse, threats of abuse (to the victims and their families in Honduras), threats of deportation, and warnings not to trust law enforcement were used to deter the victims from escaping."
14,Labor,"The victims, two women from Indonesia, traveled to the United States to work as domestic servants in defendants home. Once the victims arrived in the United States, the defendants confiscated their passports and other identity documents. The victims were then made to work long days with little food. The defendants provided the victims families in Indonesia with $100 per month, but the victims did not receive any direct compensation from the defendants. The victims were subjected to physical and psychological abuse including beatings, pouring scalding water on one victim's arm and threatening to send embarrassing letters to her family in Indonesia. "
15,Labor,"Defendants ran migrant labor camps in New York and held 40 undocumented Mexican boys and men virtually as their slaves. Defendants are middlemen who provide low-cost workers from Guatemala, Mexico and other countries to big farms in the US. The victims performed agricultural work in Orleans and Genesee Counties in New York. The defendants prevented the workers from leaving by threats of physical harm in case they tried to escape before paying off more than $1,000 in debt for housing, transportation and living expenses. Defendants used operation guards to follow the workers' movement and threatened the workers with physical harm, deportation and arrest if they tried to escape. The deductions which defendants were taking for the alleged debt to them from the workers' earnings were so large that the workers were left with virtually no pay. The victims, desperate for work, were transported to Buffalo from Arizona in the summer of 2001 in crowded and extremely hot vans without any seats or windows that could be opened. Upon arrival in New York, 30 of the workers were put to live in a farmhouse so small that 11 workers slept in a small room with three beds.  "
16,Labor,"The defendants, a married couple, forced a Filipino women to work against her will in their home for several month by using threats of force and creating a climate of fear.  "
17,Labor,"The defendants offered employment and the opportunity to lawfully reside in the USA to two female Mexican nationals.  The victims were illegally smuggled into the US and were forced to provide household services.  The victims were also forced to provide sexual services on a daily basis.  Threats of violence against the victims' families, residing in Mexico, and a withdrawal of the defendants promises to provide money to the victims families were used to subdue and control the victims. "
18,Labor,"The government alleged that defendants conspired to hold 600 Thai nationals in a condition of forced labor and service. The object of the conspiracy was to obtain and maintain a cheap and compliant work force for large agricultural farms. The defendants kept the workers on the farm in a condition of servitude by forcing them to incur substantial debt and through threats of deportation, arrest, and repatriation. Defendants forced the workers to incur debts from $9,000 to $27,000 in order to come to the United States to work. The government dropped the charges after determining that it could not reach the standard of proof required for criminal charges."
19,Labor,"The defendant knowingly brought an illegal alien, a Mexican national, into the United States by convincing the victim that he would obtain a well-paying job at the defendants flooring company known as Ramons Flooring and Carpet Installations, Inc.  Once in the US, the victim worked in the defendants carpet business for 17 hours a day, and the defendant hid him from immigration services. The victim was made to perform many hours of labor by threats of serious harm to the victim himself and other individuals.  
"
20,Labor,"Defendants conspired with others to conceal an illegal alien for financial gain and used her for forced labor as a domestic servant in the defendants home. The victim had to perform household duties and care for the defendants children for long hours seven days a week, under threats and at times being physically assaulted."
21,Labor,"Defendants recruited homeless African-American men for their orange-picking operation. Once employed, the workers were involuntarily held through the use of beatings, threats, and the use of a ""company store"" debt run up by short-term loans for rent, food, cigarettes, and cocaine."
22,Labor,"Defendants were charged with conspiring to smuggle and harbor illegal aliens from Honduras to Fort Worth, Texas under false pretenses that they would work as waitresses. Once in the U.S., the victims were forced to entertain men in bars in order to pay off their fake smuggling debts. The women were held captive and were constantly watched."
23,Labor,"Defendants were part of a scheme to smuggle Central American women and girls into the United States. The defendants lured their victims with promises of legal jobs in the United States. Once in the country, however, the victims were forced to work in restaurants, bars and cantinas in the Houston area, and in some instances, were required to respond to the sexual advances of customers. The women were threatened with physical harm or harm to their families if they they attempted to escape before paying off their smuggling debt; some were sexually assaulted by the defendants."
24,Labor,"Defendant obtained labor/services of a female victim by threats of harm, physical restraint, and acts of violence against her or another individual.  The victim, along with other minor females, was recruited by convincing her to enter a house of prostitution.  She and other victims were then held captive at the prostitution house.  After viewing the brutal beatings of several othe young girls and even the killing and diposal of one girl's body, the victim was illegally transported to the United States.  The victim was then transported from California to Oregan and forced to grow marijuana for defendant.  The victim was beaten, stabbed, and sexually assaulted several times by the defendants. While Montanez-Lopez's brothers were not indicted in this case, they were also involved.
"
25,Labor,Defendants procured and obtained diversity visas unlawfully to bring young females from the West African countries of Togo and Ghana to the United States for the purpose of forced labor in hair braiding establishments.
26,Labor,If you are the application owner check the logs for more information.
